Country Code,Year,Expense (% of GDP),Exports of goods and services (% of GDP),External balance on goods and services (% of GDP),"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net outflows (% of GDP)",GDP growth (annual %),"Services, value added (% of GDP)",Tax revenue (% of GDP),Trade (% of GDP),Merchandise trade (% of GDP),"Government expenditure on education, total (% of GDP)",Gross capital formation (% of GDP),Gross domestic savings (% of GDP),Forest rents (% of GDP),Current account balance (% of GDP),Current health expenditure (% of GDP),"Agriculture, forestry, and fishing, value added (% of GDP)",Access to electricity (% of population),Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (annual % growth)",Total greenhouse gas emissions (% change from 1990)
RUS,1995,11.56404931,29.28901135,3.395117233,0.5222568382,0.1531537418,-4.143528406,52.22880346,83.4502419,55.18290547,36.66456789,62.34171794,25.4388784,28.83554269,0.4748113703,1.880457835,62.32933221,6.692231083,100,13.21253995,-8.000000001,-26.39253122
RUS,1996,30.83000762,26.07298813,4.223475441,0.6584544564,0.2355811494,-3.755069439,49.41665487,47.62729295,47.92250082,40.27750182,66.59900418,23.66740011,28.48480677,0.4742577049,2.578983424,78.82972233,6.549375242,100,13.19523311,-5.300000008,-24.34943963
RUS,1997,39.02506768,24.72984153,2.202761648,1.201358893,0.7862885494,1.399915805,50.59521523,42.6376623,47.25692141,39.23601865,37.02449109,21.97638947,24.17974877,0.5125205708,-0.2062682827,44.3726052,5.869762144,100,13.30933868,2.500000013,-31.61475529
RUS,1998,25.04153637,31.22120547,6.670157661,1.019119425,0.4464755499,-5.299961625,51.82491939,18.68913917,55.77225328,48.88588954,34.65031501,14.96412223,23.79896282,0.5607497769,0.02622570992,22.58802335,5.103393148,100,13.26433189,-18.8,-3.725983238
RUS,1999,20.2861006,43.21996851,17.04665553,1.662282546,1.120490111,6.39991469,49.88976793,11.24287265,69.3932815,58.74620335,6.494244992,14.83030005,31.87765013,0.9793190712,11.66645655,85.14103422,6.580647609,100,13.22817022,17.09999999,-30.07931846
RUS,2000,21.1628915,44.06044131,20.02697557,1.031161116,1.223991475,10.00006682,49.71770944,13.72553445,68.09390704,57.71626735,2.93979001,18.69376019,38.72136952,0.8934663495,17.47424248,5.01481104,5.751715628,100,13.25666887,12.70000001,-22.88412894
RUS,2001,22.7585313,36.8934936,12.67612853,0.9286630042,0.8287745725,5.100051225,51.46595396,15.7786996,61.11085866,50.76547581,3.106019974,21.94981733,34.178501,0.7374109824,10.45453474,5.23752975,5.875721568,100,13.23902166,11.39933365,-26.27844755
RUS,2002,22.53524768,35.21259406,10.77974239,1.005535945,1.022562001,4.699991909,53.84374139,13.63496607,59.64544573,48.70661973,3.835020065,20.02954619,30.89792715,0.5813493886,7.952328909,5.51606607,5.565713753,100,13.22579779,2.905362101,-16.9395682
RUS,2003,23.04630639,35.24998177,11.37169454,1.842377384,2.259556262,7.299952345,53.81745508,13.3140302,59.12826901,49.26225123,3.678539991,20.85895848,31.4162654,0.6060283205,7.697985735,5.15845108,5.502946052,100,13.20293413,-1.790911352,-1.434626263
RUS,2004,21.57384267,34.41789105,12.25392971,2.606185281,2.331917223,7.19994787,50.65827059,13.23402539,56.5818524,47.47564737,3.547869921,20.90127508,32.59075972,0.4933710876,9.908322543,4.755548,4.904441948,100,13.18460213,1.036176725,-32.83801584
RUS,2005,19.94809986,35.20306596,13.69288344,2.029804024,2.340215921,6.399965448,48.80604449,16.62290968,56.71324849,48.32771363,3.771929979,20.07749692,33.18668818,0.4040131968,11.04540057,4.76693487,4.255916006,100,13.16615989,-0.1495686205,-29.67539836
RUS,2006,19.50054141,33.73047544,12.72754902,3.79771796,3.029823681,8.200068255,49.72147556,16.56821576,54.73340187,47.25907324,3.866260052,21.1715918,33.83524627,0.3677826097,9.325459318,4.76170969,3.861312471,100,13.15737092,2.502394348,-23.50387159
RUS,2007,23.00653269,30.16406048,8.621998224,4.298948386,3.447027875,8.499977768,50.67304761,16.55131306,51.70612275,44.46306354,0.417584558,24.16451403,33.92408073,0.3751138861,5.554566422,4.74311066,3.778901706,100,13.15584446,0.9185523439,-27.53463291
RUS,2008,21.53216676,31.30956033,9.236654626,4.502698778,3.351460461,5.199969265,50.69568778,15.81806782,53.38246604,45.96854987,4.101749897,25.50121971,33.27131178,0.2629730862,6.257977907,4.89866781,3.753341188,100,13.15843626,5.72834886,-16.64899628
RUS,2009,32.10897472,27.9381012,7.441141381,2.99212948,3.539911046,-7.799993913,53.7665267,12.95635241,48.43506103,40.50164117,9.961904397,18.92637574,24.57691874,0.2895785275,4.12087479,5.63820267,4.084448697,100,13.15843626,1.68050649,-28.6806024
RUS,2010,27.377239,29.21556079,8.075616083,2.8308273,3.450433947,4.5,53.12021224,13.04834885,50.35550549,42.57699275,58.32988185,22.61505055,29.78703461,0.2781946856,4.423334469,4.9660778,3.343898249,100,13.15843626,-11.98094906,-27.55724823
RUS,2011,23.34996839,28.05536148,8.075323552,2.692357424,3.267508346,4.300029186,53.79758316,13.95420368,48.03539941,41.34275443,58.4855612,24.26073793,31.98955318,0.2552169288,4.754519891,4.79005241,3.150725721,100,13.15843626,14.21261054,-22.70318663
RUS,2012,24.19585513,26.90732034,6.663250293,2.290796396,2.210864169,4.024086157,54.50964682,13.75467304,47.15139039,39.15698297,3.793100119,24.55369335,30.58584447,0.2308963301,3.227927656,4.94080353,2.926030878,100,13.15843626,-1.441994394,-21.98874131
RUS,2013,24.60618998,25.84533683,5.403524252,3.019397941,3.77350227,1.755422149,56.12160455,12.93349245,46.2871494,37.64951243,3.763829947,23.27168199,28.15907774,0.2090440716,1.45817187,5.07980919,2.993600488,100,13.15843626,3.919445913,57.75232359
RUS,2014,26.46175398,27.11109705,6.420852841,1.069876215,2.771999646,0.7362672214,55.68483069,13.2553613,47.80134126,39.07670946,4.013879776,22.39086423,28.20966721,0.2351801281,2.792909282,5.18022871,3.360605488,100,13.15843626,2.833797684,78.6489345
RUS,2015,30.64765052,28.70338944,8.047429574,0.5026083738,1.619756269,-1.972719226,56.14249097,10.64209481,49.35934931,39.19658397,3.834029913,22.14872532,29.55478207,0.3120577473,4.970892652,5.29560423,3.873104487,95.5,13.15843626,2.880320768,0.03374425754
RUS,2016,31.02844675,25.85448298,5.190846114,2.548498734,1.747694045,0.1936900717,57.01232515,9.1831221,46.51811984,37.06201643,3.760440111,23.09542247,28.28626859,0.3621187598,1.916436367,5.26521969,3.840217285,100,13.15843626,1.782766697,40.37191926
RUS,2017,30.71030517,26.09088098,5.305237622,1.814092944,2.334966606,1.825790064,56.03276847,10.28840567,46.87652434,37.563666,4.689909935,23.60675586,28.91199348,0.3616030004,2.044126701,5.34388065,3.55363209,100,13.15843626,1.493282186,81.80462627
RUS,2018,28.73172028,30.51679448,9.900448821,0.526170279,1.879324258,2.536331301,53.54097494,11.38459575,51.13314014,41.49359229,24.36413842,21.97867525,32.9563527,0.3618356614,6.928668045,5.31590033,3.372452791,100,13.15843626,0.9421941324,13.80927405
RUS,2019,29.49621531,28.31304335,7.552016837,1.881005386,1.289690103,1.341875441,54.02639685,10.89488314,49.07406987,39.67629229,57.99152947,23.10631635,31.32105545,0.3252536881,3.812412078,15.9346794,3.448292072,40.30989193,4.809052073,0.6037914393,14.76356153
SAU,1975,53.65366482,73.33378007,51.60104665,3.987106141,0,-8.928614314,27.27673082,84.66395071,95.06651349,72.44730926,42.46701154,17.39787091,68.99891767,0.0003404860324,30.75420286,5.141664756,0.9287072914,75.67370244,40.32395369,6.449367831,37.02076159
SAU,1976,12.73589381,59.7294743,35.47799788,-0.6196339364,0,17.8209742,28.71511309,93.99018204,83.98095073,73.4013625,49.5976752,30.76673348,66.24472935,0.0002068086826,22.43517445,28.69340812,0.7913610557,43.0157765,40.35465579,7.434462538,30.12369742
SAU,1977,41.2973271,57.42053992,24.85953347,1.055373443,0,7.093359899,31.91828016,9.405950975,89.98154638,78.34382274,34.86166599,30.59827017,55.4578044,0.000325815228,16.1632737,53.72666976,1.172370597,66.46577068,40.37977569,54.04722852,7.207053044
SAU,1978,62.5907055,49.31664078,7.719021222,0.6926418182,0,-5.219726067,38.60539293,11.841455,90.91426034,76.1931627,5.697237574,36.28785277,44.00687523,0.0003877161413,-2.755908187,98.11495167,1.537354319,96.31393741,40.40396522,-11.63105469,50.62384947
SAU,1979,86.24065214,54.85636129,20.61243217,-1.135812687,0,11.91943156,34.40166268,75.80914032,89.10029042,78.57072675,79.70174922,26.28196302,46.89439647,0.0002718886108,9.12374126,84.87696113,1.223871473,14.55971166,40.42861994,-12.39441836,91.60836297
SAU,1980,44.29087738,63.45583211,36.15545588,-1.940124363,0.1285156,5.652457601,27.94751428,98.13026721,90.75620835,84.62841656,29.6894376,22.90949296,59.06494844,0.000236597738,25.22344357,36.16311123,0.9863335807,69.3393568,40.45327466,12.80034513,39.09027812
SAU,1981,49.24736187,62.81866106,32.72548873,3.526002305,0.01210920612,1.943004458,28.67626382,64.61820888,92.9118334,84.18438871,3.890249968,21.15902748,53.88451549,0.000241162564,21.50251815,52.33871199,1.003421235,88.54280043,40.47699901,4.834215587,33.25734931
SAU,1982,27.08977151,50.73173347,11.61337553,7.262109626,0.1731203113,-20.72988831,39.11676401,13.35409896,89.8500914,78.12698226,4.142549992,25.85353666,37.46691253,0.0007919611413,4.943564535,14.11127377,1.593653067,85.81104071,40.50258409,7.605344296,37.31576448
SAU,1983,71.30628844,38.46866692,-9.207957774,3.827392864,-0.02653366587,-16.05138621,48.97002408,82.37812265,86.14529162,65.84883881,5.977970123,34.35053872,25.14258028,0.0006875085563,-13.0463005,19.44681367,2.160712922,83.4165321,40.59655113,8.691499522,34.4689655
SAU,1984,63.30376155,34.52192248,-10.70053873,4.054224743,0.06551888177,-4.661451926,51.70526215,27.46179363,79.7443837,59.55364536,6.109570026,32.82880121,22.1282629,0.0008249564094,-15.38185678,2.54523396,2.756440179,44.70631968,42.99364094,18.93673111,92.46299336
SAU,1985,84.2275892,30.07109667,-6.571301127,0.4729862656,0.04221474129,-9.794502265,55.51702859,2.210801865,66.71349446,49.1857906,17.46019258,21.45306268,14.88176155,0.0003687307821,-12.44644757,30.33407875,3.664186633,59.06299114,45.41352474,17.95345401,96.36849835
SAU,1986,9.353795061,26.7029721,-9.083277326,1.110756163,0.1114827951,17.01274626,58.50702766,33.5457817,62.48922153,45.18869635,6.255350113,19.45947025,10.37619293,0.001344438059,-13.55246626,9.965796835,4.925465356,65.16320784,47.81154492,15.03288443,22.92810465
SAU,1987,76.86669137,30.861745,-6.270812439,-1.369181911,0.01396831933,-6.632496015,55.57340715,67.55942661,67.99430243,50.5064757,69.35484529,17.71816813,11.44735569,0.001494855452,-11.38910408,34.22491553,5.705894032,19.27606968,50.23049835,16.38987204,16.64536349
SAU,1988,36.06743056,31.32373558,-3.879046989,-0.3716454379,1.774657934,13.10931294,55.11796707,63.13730433,66.52651814,52.30343006,95.2876503,19.68829843,15.80925145,0.001538846711,-8.306124462,1.60394449,6.321869342,23.13799363,52.62619261,10.78362573,19.75825049
SAU,1989,3.952097551,33.74571424,-4.331709148,-0.6852354796,0.7386523725,-0.5030158814,51.73690298,48.5101176,71.82313762,51.95483375,86.50255416,19.44505528,15.11334613,0.001520288996,-9.990453604,20.4521716,6.34338994,74.23661667,55.02653871,7.010135135,94.86182488
SAU,1990,45.01786791,40.33479408,8.961572449,1.58235912,-0.5426584477,15.19342589,45.49412574,85.08906783,71.70801571,58.22140759,86.70841751,15.68414551,24.64564288,0.00128191923,-3.525169672,12.50986985,5.707276319,100,57.44130549,2.801894238,23.7366687
SAU,1991,71.48058504,38.30838857,1.917499496,0.1210074458,-0.0967356957,15.00788025,46.15601059,63.30995023,74.69927764,58.14105254,5.779459953,19.98566814,21.90309228,0.001170119477,-20.80521352,65.01598343,5.432814266,100,57.53015551,2.885020256,89.24539395
SAU,1992,15.31862171,39.10679939,3.121578542,-0.05757863879,0.1424426085,3.987540164,42.80897065,56.52134694,75.09202023,61.25851683,5.144629955,22.96359791,26.08523088,0.001003500661,-12.92348657,28.99733634,5.606803839,100,57.56457908,6.017167536,70.26409603
SAU,1993,99.46306743,34.35283039,0.8986579136,1.028218078,0.03376231758,-1.363741432,46.05484198,50.66214066,67.80700287,53.09025655,5.999289989,25.05502622,25.95360127,0.0007718344576,-12.96914505,87.67958475,6.069505426,100,60.83900469,3.509170266,87.14375486
SAU,1994,42.66313672,34.00095155,7.930585696,0.2584306467,0.2120561483,0.5587201899,46.41893207,48.69431034,60.0713174,48.79012789,6.343820095,20.35698854,28.28765217,0.0008752143107,-7.747592967,24.13651133,6.149576888,100,64.09528816,-2.291937431,28.44988477
SAU,1995,49.2063731,37.33786424,9.633961418,-1.307818443,0.08341838462,0.2120913449,45.5111199,76.2954969,65.04176705,54.50631017,5.692470074,20.28614767,29.92010771,0.001260408507,-3.710074426,5.558565618,5.886147937,100,67.35157162,0.9920329434,86.24251955
SAU,1996,6.142097847,40.02284228,13.39182896,-0.7106073497,0.2038326381,2.637424215,42.69270118,71.54394695,66.65385559,55.76179403,4.943749905,18.57124373,31.96308671,0.001167811879,0.4282468134,12.45863318,5.41274054,100,70.60785509,-0.3246599373,77.37204024
SAU,1997,72.46720305,39.158628,13.12913898,1.831406071,0.196404496,1.103782052,44.09054911,94.02245521,65.18811702,53.90581004,4.377079964,18.77753263,31.9066495,0.001174774081,0.1838154541,80.25160567,5.37384321,100,73.86413855,3.037428357,28.17923448
SAU,1998,89.66301638,29.63237545,3.176370303,2.918379922,0.08713840015,2.893362521,50.16712927,28.49591827,56.0883806,46.89815459,8.281310081,22.94930905,26.1257262,0.001909109862,-8.946997401,95.20976107,6.15924782,100,77.58560537,0.9654767906,4.052610702
SAU,1999,31.1789201,34.66649385,11.48690073,-0.4816645906,0.06844145701,-3.763285218,47.13997427,77.14395321,57.84608697,48.70979519,7.072269917,21.51362067,33.00047194,0.0007799765119,0.2541394957,14.99471479,5.67955272,100,80.84188883,2.277281518,23.2405153
SAU,2000,21.27598194,43.40527066,18.64408996,-0.9925691365,0.8178775313,5.625416146,41.43056215,14.0097538,68.16645136,56.89314406,5.90982008,19.31699949,37.96109796,0.0006765866786,7.554444542,4.2115941,4.921114187,100,80.84188883,3.90901545,26.80139453
SAU,2001,94.30120902,39.63372226,15.70681588,0.01066594432,0.02477985609,-1.210743868,44.29697319,51.21608961,63.56062865,53.92004145,7.718870163,19.62313775,35.32992744,0.000798853195,5.079599577,4.46173573,5.171189274,100,80.84467993,0.5647844195,50.17506312
SAU,2002,2.397139708,40.9487917,17.30480424,-0.3238998722,1.065380763,-2.819174403,44.21109915,31.37488918,64.59277916,55.2440556,7.636889935,19.69335132,36.99815599,0.0008878102583,6.261984498,4.2493763,5.0772888,100,80.8456103,1.283594662,20.14244332
SAU,2003,97.68693017,45.85416578,21.87713558,-0.2717728739,0.219176655,11.24206139,41.76126438,28.87365272,69.83119598,62.53207276,7.105090141,19.49247066,41.36960669,0.001142355809,12.99673389,3.97909737,4.504559013,100,80.84793621,0.8152153591,73.68287857
SAU,2004,38.03699043,50.98530553,26.88781203,-0.1292096606,0.0304298954,7.958441666,39.65828318,79.61779895,75.08279902,67.00606154,6.277470112,19.86462669,46.75243904,0.0009523282522,20.0686091,3.58400607,3.901150159,100,80.8065349,3.584239066,22.07721654
SAU,2005,98.43100517,57.05072712,32.1474011,3.683049497,-0.1065173799,5.573850122,35.20261898,14.49821459,81.95405315,73.12008137,5.430920124,20.17485105,52.32225234,0.0007478268115,27.3976503,3.41867018,3.220807172,100,80.81025636,1.059525061,15.63395263
SAU,2006,32.33599986,59.83190789,29.71921164,4.853586295,-0.01023082677,2.788402224,34.63839226,98.65382017,89.94460415,74.58341703,5.891170025,22.21516825,51.93437956,0.000833405852,26.24940418,3.6192224,2.948570301,100,80.79025348,1.00988619,29.20798366
SAU,2007,10.840215,59.93742956,25.01155877,5.846305428,-0.03241301595,1.847130255,34.61076111,15.47355098,94.86330036,77.78138168,38.75805976,26.47293072,51.48448952,0.0007154928102,22.43687493,3.56229401,2.770189778,100,80.79071866,1.948511377,9.299726389
SAU,2008,31.49256987,62.11150937,28.12037651,7.590633222,0.6728822519,6.249772752,31.12579624,27.9822551,96.10264222,82.45453812,5.13781023,27.29578577,55.41616249,0.001031247741,25.45652985,2.97100711,2.316874267,100,80.74280478,1.328996307,47.6428927
SAU,2009,21.08354374,47.08861707,9.318899036,8.496351702,0.5074063526,-2.059249189,42.52391601,66.28812689,84.85833511,67.08632237,42.94258891,31.71530422,41.03420306,0.001248142572,4.883410282,4.29042768,2.854088476,100,80.67907466,1.031268738,93.05638838
SAU,2010,24.43462639,49.56977759,16.58974824,5.534324281,0.7396430199,5.03948403,39.2242506,2.529612744,82.54980694,67.77755208,92.05966253,30.92632742,47.51607566,0.001244862931,12.63727098,3.64786124,2.64027636,100,80.66558434,10.02386592,55.63771881
SAU,2011,23.19671092,56.04923973,26.55495918,2.429579313,0.5109833433,9.996846552,34.2631191,2.331966765,85.54352028,73.93567987,22.39766019,26.97085289,53.52581207,0.001152354437,23.61979188,3.71178317,2.171427783,100,80.65721104,4.334555548,51.70143012
SAU,2012,25.84617733,54.2708405,25.02989281,1.655270346,0.5980569001,5.411444902,35.19970808,2.538420097,83.51178818,73.91475468,50.0020956,26.54154864,51.57144145,0.001167381366,22.3871308,4.01962948,2.079346435,100,80.63720816,2.805480472,7.602569199
SAU,2013,26.13900545,51.91795761,21.12686613,1.187266783,0.6620655396,2.699254721,37.98170154,2.733928686,82.70904908,72.86266565,64.41174072,26.46973928,47.59660541,0.001026333755,18.1400817,4.46568823,2.157306454,100,80.61394899,3.281519073,83.73600709
SAU,2014,28.95166252,46.87529151,13.11011202,1.059269252,0.713424674,3.652481701,40.53099358,2.77137882,80.640471,68.25765359,89.51305944,28.75058746,41.86069948,0.001676096908,9.751857004,5.22794724,2.226975025,100,80.74433988,2.494273222,26.38627047
SAU,2015,32.23864225,33.32117124,-4.47779384,1.244291787,0.8238080813,4.106408869,51.94826116,3.334403723,71.12013632,57.80886425,93.31020339,34.17260242,29.69482126,0.001800467782,-8.669784327,5.99834013,2.6193879,100,80.7722974,0.6100681934,5.999120201
SAU,2016,28.79288568,31.14420939,0.4263767621,1.155547005,1.385588909,1.670624757,54.01713443,3.389982246,61.86204202,50.19866005,10.45517088,30.93260621,31.35898046,0.001448045659,-3.696920282,5.83562613,2.68563211,99.9,80.76466839,0.6335529117,18.82908887
SAU,2017,27.96863306,34.85305486,5.52111543,0.206051693,1.057180456,-0.7415026515,51.60258979,3.384835691,64.18499428,51.75154208,58.75762581,28.85175156,34.37288876,0.001712228818,1.519677738,7.00368643,2.528472508,99.93,80.76941326,0.4984073857,7.763297756
SAU,2018,30.20383209,40.03914062,13.39151494,0.5399859572,2.447780557,2.434110778,48.36588815,8.925745035,66.68676631,54.85391285,48.59348555,24.07694216,37.4684459,0.0007659056669,9.150650134,6.3615365,2.224446293,100,80.76932023,0.3230367835,6.031975115
SAU,2019,29.94071554,36.04941705,8.439076162,0.5753801359,1.708402537,0.3314357288,50.44106629,7.400169998,63.65975794,52.30559212,4.392917364,28.77596271,37.21503887,0.0009157668222,4.821118706,12.66965558,2.233336375,88.09088717,64.99785916,1.307449944,49.39672829
ESP,1975,17.28904207,12.3758068,-4.334346404,0.5947489782,0.1480634799,0.542203214,98.42990743,8.762149051,29.08596,20.87089776,24.0616555,30.10809539,25.16137083,0.1052638861,-3.391796316,72.52672014,49.03085121,21.8248226,63.88927807,47.46725057,50.43584837
ESP,1976,17.59078681,12.56686981,-4.943760814,0.4030321206,0.1625758271,3.303791505,34.33742991,9.021789494,30.07750042,22.11173951,1.899389982,28.41782332,22.90270456,0.1086904621,-3.900561566,62.57876973,20.26733086,65.6140957,63.08625418,49.97681271,60.68452023
ESP,1977,19.18249734,13.25184065,-2.659903533,0.4587981024,0.0871965692,2.83857436,59.31449338,8.900408394,29.16358483,21.18471358,2.077169895,26.36509428,23.3380974,0.09968782902,-1.853700189,64.9987216,39.19873958,81.37526616,63.23817912,85.89724868,45.62202471
ESP,1978,20.95135381,13.87953944,0.03386558323,0.7335981039,0.0633598182,1.463003446,28.30408053,9.499495523,27.72521329,19.81697505,2.230730057,24.17135396,24.03435523,0.09800641103,0.7788561572,97.33586665,9.479097849,38.01173614,63.01523432,92.56939934,83.98463446
ESP,1979,22.52690785,13.70415411,-0.4276887666,0.6508843049,0.06189505108,0.04154634534,30.91655504,9.670158389,27.83599698,20.33811846,2.338049889,23.5635554,22.94269097,0.08552476837,0.3525281783,90.55476246,38.444709,58.04022137,62.76774633,42.4437603,71.14978505
ESP,1980,23.0909079,14.29079551,-2.97901906,0.6412843423,0.1335127277,2.208728277,80.24653806,9.670197788,31.56061008,23.54201484,0.8619854167,24.37211379,21.0669925,0.1010553518,-2.397248704,63.53614843,27.6868126,24.32282929,62.54229483,59.54082828,40.10639684
ESP,1981,23.46144372,16.28345437,-2.813282815,0.8415682776,0.133715998,-0.1324686114,93.80191891,9.968082834,35.38019156,25.87867741,69.52285507,22.70685592,19.65167014,0.09423941942,-2.644476886,54.50681037,82.73894166,5.521568131,62.47947784,13.82751554,38.82190208
ESP,1982,26.27673105,16.97711292,-2.574202639,0.9095482577,0.2607670769,1.246461705,68.18624626,9.227645645,36.52842849,26.5121737,37.61653393,22.58306209,19.79719658,0.1018700278,-2.320570832,42.89403911,89.26410202,79.40449797,62.4494454,73.8493193,52.40071926
ESP,1983,26.92768945,19.07531886,-1.617886986,0.9490363757,0.1422407888,1.770115663,46.72231662,10.63844193,39.76852471,28.62045082,81.25306039,21.72842695,19.99048289,0.1077439704,-1.762605236,12.72708469,92.58935721,52.46313066,61.6522836,53.97937022,1.255205009
ESP,1984,27.61566051,21.30305966,1.064689023,1.029517604,0.1443293571,1.78468758,39.55773496,10.58962958,41.5414303,30.4114555,78.32341196,20.59604874,21.64208915,0.0890476683,1.032870889,46.99495003,31.41182807,78.40361226,61.32468365,63.54624898,12.01271573
ESP,1985,29.62206949,20.86474105,0.8628560165,1.088426776,0.1383936518,2.321435758,36.70471386,12.5851835,40.86662609,29.98449107,28.6026924,20.81940492,21.64451527,0.08713028441,1.540691826,99.08744422,92.71257954,20.52977906,61.49287202,9.592621992,29.51766244
ESP,1986,29.52400189,18.19732542,1.047308761,1.37298401,0.1502383806,3.253321842,51.77460904,14.43001041,35.34734209,24.77428522,53.68860795,21.7284206,22.62502377,0.08018304878,1.557463472,93.20083861,19.28916116,49.95741355,61.28864328,70.49737233,64.61596866
ESP,1987,29.5659643,17.72484277,-0.8702744813,1.433954634,0.2338316404,5.547122515,20.10373725,15.56555382,36.31996002,26.13507123,3.128180027,23.16043568,22.11559747,0.06804310985,-0.08265739856,46.98228147,40.83809172,87.63734253,61.2706231,74.94308333,52.57172439
ESP,1988,29.10077262,17.30278708,-2.107907744,1.866376149,0.3282383959,5.094324298,26.82278863,15.39696129,36.71348191,26.58014968,3.328299999,25.34855614,23.0469259,0.06113171693,-1.009008149,37.81844525,55.56253819,27.03175181,61.22457152,57.16747712,31.68721155
ESP,1989,29.40074905,16.60237742,-4.179428599,2.032124447,0.3552416122,4.827030312,46.54708621,16.7279527,37.38418344,27.95877685,3.551779985,26.67576158,22.26847334,0.07263728074,-2.633939828,68.17523439,51.10887561,49.77843408,61.47084735,49.3675538,24.91966891
ESP,1990,29.33258193,15.72479816,-4.161136921,2.60616679,0.6564485388,3.781393378,93.5777009,15.71080742,35.61073324,26.71786499,3.633589983,26.83614207,22.40973191,0.04799752209,-3.356466624,60.39343842,89.19569808,100,61.01233381,58.99544716,61.10061572
ESP,1991,30.15529737,15.76071981,-3.95710162,2.164503635,0.76963388,2.546000548,0.2226527842,15.77697252,35.47854125,26.59251473,3.742350101,26.01697819,21.79586251,0.03497366633,-3.430152782,0.4895552758,53.36406535,100,60.81010732,21.36150304,2.467015233
ESP,1992,31.71099242,16.18754892,-3.602744305,2.104198135,0.3473607316,0.9292155487,82.66935366,16.02146236,35.97784215,26.00853287,3.83716011,24.06589903,20.21642404,0.03108390977,-3.413642151,74.89946576,85.02662797,100,60.62590101,79.79969745,5.166233675
ESP,1993,34.63085468,17.70888761,-1.53211876,2.058401577,0.8217231393,-1.031491863,11.65288044,14.8820061,36.94989398,27.06810034,4.244890213,21.46347684,19.75268383,0.04002628654,-1.105322878,47.43239599,97.62441164,100,60.13334935,40.3514055,0.1904050493
ESP,1994,33.76510936,20.31113543,-1.022207867,1.653457588,0.6799247932,2.383195397,73.96735716,15.10676921,41.64447873,31.20442135,4.484680176,21.65143554,20.56363453,0.04325320392,-1.204259219,71.61068566,64.81499349,100,60.43368573,1.382728244,4.421908927
ESP,1995,68.79002089,21.82709927,-1.121175541,1.347459453,0.7995125521,2.757493994,60.36653148,43.27672302,44.77537409,34.39357265,4.434629917,22.51882376,21.39764822,0.04338616405,-0.3200182865,71.23766355,3.884599686,100,59.5046452,51.43154557,8.902979641
ESP,1996,59.21167479,23.0323608,-0.1804976666,1.525295224,1.126834605,2.660524453,59.90601039,25.13358735,46.24521926,35.55367469,4.457459927,22.22656034,22.04606268,0.0423888935,-0.3476519929,64.64059195,4.388975538,100,60.34558706,20.94063728,5.60543411
ESP,1997,62.06250703,25.66978901,0.1733209056,1.59871605,2.508735295,3.702580285,59.58926797,16.95585132,51.16625712,36.67756919,21.06182709,22.61106018,22.78438109,0.03711811929,-0.140603104,39.82950181,4.302210034,100,60.18540766,6.943065957,12.46640363
ESP,1998,31.29295013,26.10194733,-0.4575597175,2.537836213,3.521167153,4.393037351,59.33006351,85.32430883,52.66145437,40.15326929,4.287859917,23.9270998,23.46954008,0.03501065228,-1.171077473,7.005558393,4.150411966,100,59.98318116,2.965619068,17.1956602
ESP,1999,92.93587421,26.35150901,-1.933448935,3.092608425,7.111102506,4.490491316,59.1744821,25.03566645,54.63646695,37.7787276,4.260439873,25.53770796,23.60425903,0.03225774917,-3.255045116,47.48511153,3.817378211,100,59.62277751,-0.651425762,23.94007302
ESP,2000,76.92269837,28.56335793,-2.955617881,6.786943902,9.899712122,5.24599468,59.19956904,44.66692514,60.08233375,45.46895005,4.166049957,26.6403849,23.68476702,0.03382593898,-4.343970625,6.79921818,3.745305634,100,59.65130261,7.740525382,29.89267539
ESP,2001,4.198548914,27.86161916,-2.273917143,4.608644236,5.36367887,3.932948843,59.54025219,26.86768928,57.99715546,43.25134844,4.111269951,26.45903739,24.18512025,0.03178755407,-4.392803715,6.76895761,3.677640148,100,59.21527722,-0.8726938682,28.733221
ESP,2002,78.1102238,26.55399492,-1.991189404,5.579816518,4.677494527,2.731022232,59.92139305,27.52723772,55.09917924,41.22403505,4.134570122,26.68420603,24.69301663,0.03300216296,-3.721561762,6.80052805,3.48901744,100,58.95118628,0.9344350915,35.47869707
ESP,2003,91.03564156,25.62890612,-2.205876854,3.395380889,3.736509696,2.981894836,59.87602616,45.20246747,53.4636891,40.2818534,4.173429966,27.50347142,25.29759456,0.0282527118,-3.876773937,7.56392097,3.43115625,100,58.39826927,-0.2410099464,39.041863
ESP,2004,60.00198172,25.41198482,-3.700213046,2.367945802,5.825426383,3.122795242,60.09666793,14.86358708,54.52418269,41.32290693,4.157859802,28.28537752,24.58516447,0.02007370731,-5.498771611,7.65912247,3.128327033,100,58.23750952,-2.024772788,43.55458983
ESP,2005,92.04092811,24.97926904,-4.803759501,2.341811379,3.908526097,3.652032674,59.82356309,52.39867527,54.76229758,41.74421102,4.144320011,29.38717236,24.58341286,0.01783999244,-7.276208612,7.73195314,2.769052264,100,58.43435052,-7.538455517,48.9780394
