Country Code,Year,Expense (% of GDP),Exports of goods and services (% of GDP),External balance on goods and services (% of GDP),"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net outflows (% of GDP)",GDP growth (annual %),"Services, value added (% of GDP)",Tax revenue (% of GDP),Trade (% of GDP),Merchandise trade (% of GDP),"Government expenditure on education, total (% of GDP)",Gross capital formation (% of GDP),Gross domestic savings (% of GDP),Forest rents (% of GDP),Current account balance (% of GDP),Current health expenditure (% of GDP),"Agriculture, forestry, and fishing, value added (% of GDP)",Access to electricity (% of population),Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (annual % growth)",Total greenhouse gas emissions (% change from 1990)
FJI,2015,26.25768466,48.83675539,-3.515537783,4.385929588,-0.7248420348,4.502018108,55.43723612,23.73875088,101.1890486,63.55515653,86.53065393,19.70916565,22.55598011,0.7278587051,-3.498193963,3.32468939,7.871624054,95.14861298,23.26217843,2.921568589,79.78724657
FJI,2016,25.25431023,46.64724148,-3.880007818,7.943274517,-0.3333056111,2.444752967,54.53534966,23.48546103,97.17449078,65.75792514,90.3828726,19.15134983,19.44136631,0.7437160633,-3.672959666,3.27979708,10.66433366,96.62377167,23.26217843,-10.90779631,8.382060249
FJI,2017,25.24172395,45.98393366,-4.960708552,7.24030047,-0.03069093805,5.353631074,54.4863658,24.66994208,96.92857587,63.06267444,72.11622083,19.86333299,20.65760679,0.8965978359,-6.692775241,3.18689561,10.53182737,96,23.26217843,10.78524796,38.68435271
FJI,2018,28.02547992,47.91341218,-7.609908503,8.400429655,-0.06505453372,3.812637219,53.92463882,23.99326198,103.4367329,67.38461023,31.71710266,17.62333319,19.8008106,0.881582954,-8.405226719,3.42366552,10.90652278,99.5933609,23.26217843,3.683993874,65.82121267
FJI,2019,26.82348299,36.17557155,38.58967634,5.863684974,-0.6580782869,-0.4453346998,53.98502191,22.67683819,9.50684248,69.33817637,61.05775505,20.63226291,60.30288679,0.7738313936,-12.67745133,29.30677406,11.84914876,98.33586379,55.51629993,4.438195751,63.70632151
EUU,1975,28.15722263,21.7418331,-0.9761879962,0.4093172741,0.4681613782,-0.6465472403,4.274823536,14.23118537,44.45985419,35.96216297,20.75632912,25.66484574,23.88572581,0.1337072248,46.4460447,20.35941896,33.36551109,87.65371292,50.31786612,16.27539612,45.5740805
EUU,1976,28.27589383,22.51201037,-1.905787217,0.2899409073,0.4894826272,4.89837007,73.1182151,14.99247665,46.92980795,38.92076417,9.111680265,26.6748538,23.93426274,0.1340873757,63.47523602,88.31081938,45.23784816,48.00362542,50.16226724,60.26354572,12.32717215
EUU,1977,28.86022648,22.8320987,-1.352185175,0.3877170718,0.4642962211,2.877297024,69.48352516,15.17645462,47.01638258,38.82669041,19.85671691,25.775879,23.56700211,0.1103661713,22.81626334,8.071411823,31.70793924,81.63840499,50.0997832,17.2706534,93.46924683
EUU,1978,30.08377771,22.72215851,-0.3564348936,0.4095793087,0.4697135193,3.057790312,17.76419416,15.29734319,45.80075192,37.55905858,17.74543053,24.97351762,23.91434326,0.113209187,22.51229833,57.89468878,73.41483985,97.35886285,50.08984617,79.00338372,53.91960965
EUU,1979,30.7103645,23.72313067,-1.331700897,0.3783356941,0.5941516046,3.845041126,58.77865747,15.3405708,48.77796223,39.84660748,17.56538383,25.80378964,23.59483491,0.119880894,75.05578015,16.11671304,90.34473055,51.7555005,49.93134859,89.95220353,32.35941085
EUU,1980,31.9989562,24.10464371,-2.997841273,0.3422367548,0.5015691368,2.070847392,77.9244069,15.71901946,51.20712868,41.50630312,55.91351626,26.47638834,22.57123698,0.1257519152,30.76321136,70.2742657,98.49731916,42.02599555,49.73276561,99.09303304,61.19514769
EUU,1981,32.2290451,25.74335685,-2.286061824,0.3546230416,0.5926801013,0.5020706711,87.83387041,15.58861622,53.77277553,43.40363872,97.89111295,24.10780212,21.22021819,0.1143503989,49.25761893,69.29282057,1.050243652,62.80587979,49.65031962,16.14842491,93.63261294
EUU,1982,33.44480777,25.85762613,-1.938845678,0.3290061239,0.4545615011,0.8158731659,84.48706359,15.74840551,53.65409795,43.05642417,68.00995848,23.55202788,21.16101587,0.114203317,6.813247784,47.32594561,52.1992971,25.61524246,49.60817411,65.91042703,46.52743193
EUU,1983,33.59789413,26.26678251,-0.9810979668,0.3713723207,0.5183162254,1.44070097,6.599385438,16.18957914,53.514663,42.68607245,16.08154932,22.7146563,21.32039445,0.1040413022,48.84411275,51.65714558,53.04700328,58.37949584,49.30753908,65.25014614,84.750527
EUU,1984,33.75068892,28.00113712,-0.3535148138,0.3841094971,0.6782183019,2.485155614,69.212012,16.32194814,56.35578906,45.24029299,54.54137783,22.67151067,22.01975422,0.09483118559,49.96698733,83.98635827,54.67639437,14.05408155,49.24067623,95.80272777,4.330207597
EUU,1985,34.2040014,28.22718152,-0.346646908,0.4075388538,0.6105422625,2.35061466,46.66479517,16.57700073,56.80100995,46.02220853,23.21441178,22.57740609,22.02476315,0.1024712606,44.18305557,93.73461326,68.1282753,10.11451437,49.13766762,46.29527089,60.94640418
EUU,1986,35.83225771,25.32031061,0.5041725222,0.4029594055,0.8324552027,2.586238717,85.93982817,17.1272493,50.1364487,40.02900467,83.01166064,22.57918385,22.92114955,0.08777886354,54.73700975,54.64583319,7.687905853,15.60866898,49.04013702,41.36075901,24.20743035
EUU,1987,36.08079425,24.72706176,-0.101627772,0.5321953444,0.8645705603,2.527337235,72.08108919,17.33306252,49.5557513,39.33067241,45.70802466,22.68713044,22.39221492,0.08398044768,71.03547525,2.390167528,42.53642984,4.155611461,48.96017195,42.28707028,88.76311183
EUU,1988,34.76452553,25.25463549,-0.2117212629,0.7347454153,1.123557989,4.168520499,60.01024089,17.47791564,50.72099224,39.73482777,95.83291355,23.81759667,23.36754139,0.08674781579,32.6270871,10.34026073,0.1583432875,57.27486597,48.75343614,37.56289626,78.89035404
EUU,1989,34.36958022,26.43465422,-0.5727704189,0.9647383305,1.504674044,3.924200233,33.72123163,17.62056795,53.44207886,41.81649119,83.5581374,24.65709172,23.83562634,0.094388257,17.23116408,87.40160408,19.47973616,19.69585923,48.65818252,38.99763021,78.87702466
EUU,1990,34.60870893,26.1752408,-0.5194482544,1.007133928,1.748071204,3.370242946,17.34798027,17.7906614,52.86992986,40.30275982,66.18706423,24.91602431,24.20540482,0.08885712875,75.91563166,87.14001126,17.76429563,100,48.51874431,65.86752542,12.92902526
EUU,1991,37.01586408,26.36520003,-0.2674175585,0.9773293054,1.347774083,1.808361939,59.0067235,18.55700553,52.99781762,39.22131844,4.972259998,24.31100181,23.94377072,0.05708420774,32.82953121,13.35275504,2.762023516,100,47.61235808,96.6816569,-1.707624171
EUU,1992,38.41625638,26.20815789,-0.1202861662,0.8703191112,1.174337558,1.145925484,59.88474017,18.52983822,52.53660195,37.84256576,5.145120144,23.30077067,23.10521293,0.05582269908,43.26593952,45.72809186,2.626432245,100,47.03866812,93.34909339,-5.144260164
EUU,1993,39.67859885,26.17339125,1.17035665,1.033686518,1.052219392,-0.56504532,60.83863623,18.33798412,51.17642584,37.59313254,5.10943985,21.37590438,22.51167326,0.06479876219,87.91975671,85.79780061,2.514702552,100,47.12515735,17.27803192,-7.303471491
EUU,1994,38.92256478,27.58318132,1.377095401,1.010562197,1.241572327,2.652071926,60.71808629,18.35201552,53.78926724,40.64162238,4.900255203,21.75201211,23.13278702,0.06316108287,0.3508070597,50.54507324,2.534179313,100,47.02485045,-3.932657333,-7.472647764
EUU,1995,43.79850559,29.04291485,1.561849558,1.335659621,1.435301431,2.673207525,60.36859736,19.42422982,56.52398013,43.18983612,4.689115047,22.15987643,23.71205704,0.06700765893,42.72780619,95.12728832,2.940935175,100,46.60478505,2.308611439,-6.476848228
EUU,1996,41.52409266,29.41128035,1.575644366,1.307658325,1.921874867,1.892917255,60.82258035,19.54742325,57.24691634,43.71869112,4.748290062,21.77932843,23.33292977,0.06859700746,11.63668113,10.52691408,2.906185311,100,46.51335089,3.470818221,-4.932819781
EUU,1997,40.38269597,31.59588023,1.854924709,1.513243015,2.210896298,2.664015312,60.9854694,19.90404917,61.33683576,47.05384741,99.86456437,22.06308248,23.90752642,0.06547952436,86.89810933,39.44916749,2.825586493,100,46.36481757,1.856868558,-6.567496265
EUU,1998,39.08299647,32.0782487,1.527375514,2.769361133,3.883951918,3.018680748,61.19035776,20.25577824,62.62912188,48.53250348,4.540569782,22.82237317,24.35604179,0.05904343393,95.74475846,63.94627562,2.631533916,100,46.22534872,-0.7467638501,-8.951871397
EUU,1999,38.75481973,32.29848082,1.064117932,5.728073053,7.01979036,2.958699937,61.5195492,20.61177188,63.5328437,51.99100162,4.583669901,23.06314767,24.11364248,0.05767073779,8.619876958,2.885599253,2.451587612,100,46.16877708,2.502404081,-11.07990516
EUU,2000,37.82826714,35.85180749,0.5454085281,8.758380977,8.515452816,3.903211797,61.80809366,20.38942708,71.15820645,59.85689085,4.868400097,23.73924245,24.26339542,0.06738633404,9.80771547,8.431865855,2.357121234,100,45.71779301,-0.3245952446,-10.0421266
EUU,2001,37.87305573,35.78822005,1.213133315,4.971897807,5.559026672,2.184364392,62.28409056,19.88449625,70.36330678,58.82407285,5.077809811,23.12403297,24.3274705,0.06021596459,53.0821705,8.554479638,2.371317117,100,45.15098544,-0.380884665,-9.704645041
EUU,2002,38.10190025,35.07831483,2.079963078,3.668959426,2.628146492,1.123942887,62.86917625,19.51268723,68.07666658,57.16612997,5.179230213,22.16413641,24.23011813,0.06043827034,11.46907363,8.776610816,2.1801758,100,44.70042918,0.1775538056,-10.30528734
EUU,2003,38.45957484,34.38799449,1.687975409,2.96108535,2.684129922,0.930532658,63.23960999,19.34929993,67.08801358,56.39043587,5.074510098,22.10904432,23.77651043,0.05740218957,13.86216253,8.994690791,2.095665336,100,44.24434728,-2.957914689,-8.23861671
EUU,2004,37.65798932,36.0363867,1.902492351,2.753062525,3.59888105,2.594947904,63.20925022,19.11549302,70.17028105,59.00805378,4.961864948,22.34460061,24.23609704,0.04718238015,0.4128485514,9.000428457,2.09172139,100,43.96805635,12.24690645,-8.320910859
EUU,2005,37.65244177,37.42775065,1.4860479,6.142210526,7.540022223,1.934044894,63.45066529,19.36433591,73.36945339,61.62311541,5.073949814,22.51492971,23.98811906,0.04943286778,63.88083461,9.070806106,1.800342498,100,43.95123088,-7.580549219,-8.937514357
EUU,2006,37.07968371,39.56471297,1.178053509,7.177944872,9.302181081,3.494275968,63.17409853,19.70751801,77.95137243,65.4993112,4.864109993,23.51185579,24.70705096,0.0507863296,49.2284206,9.040053662,1.684988663,100,43.53337905,-0.5215116891,-8.894501974
EUU,2007,36.46296516,40.59209366,1.288190028,10.04336222,11.13137344,3.15247294,63.20545676,19.93566906,79.8959973,67.00058279,4.684490204,24.37858284,25.68165502,0.05895527286,73.76145494,8.930245875,1.697466358,100,42.99255182,1.825315277,-9.819533721
EUU,2008,37.21876567,40.97346144,0.9319941007,5.102066113,7.302073369,0.6449180941,63.96168366,19.74905863,81.01492878,68.21974854,5.029049873,23.94765633,24.87598195,0.05595751831,84.98536835,9.199936082,1.635617099,100,43.20404447,4.95080389,-11.22638527
